,0,1
981,Cruise Ship,Acupuncturist
982,Cruise Ship,Assistant+Chief+Housekeeper
983,Cruise Ship,Assistant+Galley+Operations+Manager
984,Cruise Ship,Assistant+Housekeeping+Manager
985,Cruise Ship,Assistant+HR+Manager
986,Cruise Ship,Bartender
987,Cruise Ship,Beauty+Therapist
988,Cruise Ship,Boutique+Assistant
989,Cruise Ship,Broadcast+Operator
990,Cruise Ship,Butler
991,Cruise Ship,Cabin+Stewardess
992,Cruise Ship,Casino+Cashier
993,Cruise Ship,Casino+Dealer
994,Cruise Ship,Chief+Cabin+Stewardess
995,Cruise Ship,Children's+Animator
996,Cruise Ship,Club+Host
997,Cruise Ship,Cruise+Director
998,Cruise Ship,Cruise+Ship+Youth+Staff++Languages
999,Cruise Ship,Dance+Instructor
1000,Cruise Ship,Deck+Supervisor
1001,Cruise Ship,Dice+Dealer
1002,Cruise Ship,Disc+Jockey
1003,Cruise Ship,Dive+Instructor
1004,Cruise Ship,Entertainer
1005,Cruise Ship,Executive+Chef
1006,Cruise Ship,Executive+Housekeeper
1007,Cruise Ship,First+Cabin+Stewardess
1008,Cruise Ship,Fitness+Instructor
1009,Cruise Ship,Fragrance+Cosmetics+Sales+Assistant
1010,Cruise Ship,French+International+Hostess
1011,Cruise Ship,Front++Back+Office+Administrator 
1012,Cruise Ship,Front+Desk+International+Concierge
1013,Cruise Ship,Guest+Relations+Manager
1014,Cruise Ship,Guest+Service+Agent
1015,Cruise Ship,Hair+Stylist
1016,Cruise Ship,Hotel+Controller
1017,Cruise Ship,Hotel+Director
1018,Cruise Ship,Hotel+Inventory+Controller
1019,Cruise Ship,Hotel+Maintenance +Manager
1020,Cruise Ship,Hotel+Manager
1021,Cruise Ship,Hotel+Store+Keeper
1022,Cruise Ship,Housekeeper+Supervisor
1023,Cruise Ship,Housekeeping+Stewardess
1024,Cruise Ship,IT+Officer
1025,Cruise Ship,Jewelry+Specialist
1026,Cruise Ship,Laundry+Master
1027,Cruise Ship,Laundry+Steward
1028,Cruise Ship,Maitre+D’
1029,Cruise Ship,Marketing++Revenue+Manager
1030,Cruise Ship,Masseur
1031,Cruise Ship,Media+Coordinator
1032,Cruise Ship,Musician
1033,Cruise Ship,Nail+Stylist
1034,Cruise Ship,Nurse
1035,Cruise Ship,Nutritionist
1036,Cruise Ship,Pastry+Chef
1037,Cruise Ship,Performance+Hostess
1038,Cruise Ship,Photographer
1039,Cruise Ship,Provision+Master
1040,Cruise Ship,Purser
1041,Cruise Ship,Receptionist+French+Speaking
1042,Cruise Ship,Rigging+Specialist
1043,Cruise Ship,Rooms+Division+Manager
1044,Cruise Ship,Second+Housekeeper
1045,Cruise Ship,Ship+Trainer
1046,Cruise Ship,Slot+Attendant
1047,Cruise Ship,Slot+Technician
1048,Cruise Ship,Sommelier
1049,Cruise Ship,Sound++Light+Technician
1050,Cruise Ship,Sous+Chef
1051,Cruise Ship,Spa+Manager
1052,Cruise Ship,Spa+Trainer
1053,Cruise Ship,Sports+Coordinator
1054,Cruise Ship,Sports+Staff
1055,Cruise Ship,Stage+Staff
1056,Cruise Ship,Stage+Technician
1057,Cruise Ship,Videographer
1058,Cruise Ship,Waiter
1059,Cruise Ship,Waiter+Waitress+Spanish+Speaking 
1060,Cruise Ship,Youth+Counselor
1061,Cruise Ship,Youth+Staff
1062,Customer Service,Account+Coordinator
1063,Customer Service,Account+Manager
1064,Customer Service,Account+Representative
1065,Customer Service,Administrative+Assistant
1066,Customer Service,Assistant+Account+Manager
1067,Customer Service,Assistant+Customer+Care+Center+Manager
1068,Customer Service,Bellman
1069,Customer Service,Benefit+Coordinator
1070,Customer Service,Bilingual+Customer+Service+Representative
1071,Customer Service,Call+Center+Lead
1072,Customer Service,Call+Center+Representative
1073,Customer Service,Call+Center+Supervisor
1074,Customer Service,Cashier
1075,Customer Service,Client+Account+Assistant
1076,Customer Service,Client+Distribution+Specialist
1077,Customer Service,Client+Relations+Associate
1078,Customer Service,Client+Relations+Manager
1079,Customer Service,Client+Relations+Representative
1080,Customer Service,Client+Services+Coordinator
1081,Customer Service,Client+Services+Representative
1082,Customer Service,Client+Service+Specialist
1083,Customer Service,Client+Success+Manager
1084,Customer Service,Concierge 
1085,Customer Service,Contact+Center+Help+Desk
1086,Customer Service,Customer+Care+Associate
1087,Customer Service,Customer+Care+Operator
1088,Customer Service,Customer+Care+Representative
1089,Customer Service,Customer+Care+Manager
1090,Customer Service,Customer+Care+Supervisor
1091,Customer Service,Customer+Service+Agent
1092,Customer Service,Customer+Service+Ambassador
1093,Customer Service,Customer+Service+Associate
1094,Customer Service,Customer+Service+Engineer
1095,Customer Service,Customer+Service+Greeter
1096,Customer Service,Customer+Service+Lead
1097,Customer Service,Customer+Service+Representative
1098,Customer Service,Customer+Service+Specialist
1099,Customer Service,Customer+Service+Technician
1100,Customer Service,Customer+Solution+Manager
1101,Customer Service,Customer+Support+Associate
1102,Customer Service,Client+Support+Manager
1103,Customer Service,Customer+Support+Specialist
1104,Customer Service,Data+Services+Specialist
1105,Customer Service,Director+of +Customer+Success++Satisfaction
1106,Customer Service,Dispatcher
1107,Customer Service,Duty+Manager
1108,Customer Service,Front+Desk+Agent
1109,Customer Service,Front+Desk+Associate
1110,Customer Service,Front+Desk+Coordinator
1111,Customer Service,Front+Desk+Manager
1112,Customer Service,Front+Desk+Receptionist
1113,Customer Service,Garage+Cashier
1114,Customer Service,Guest+Service+Agent
1115,Customer Service,Guest+Service+Representative
1116,Customer Service,Health++Welfare+Services+Supervisor
1117,Customer Service,Help+Desk+Associate
1118,Customer Service,Help+Desk+Support
1119,Customer Service,Help+Desk+Technician
1120,Customer Service,Hostess
1121,Customer Service,Inside+Salesperson
1122,Customer Service,Investment+Assistant
1123,Customer Service,Manufacturing+Customer+Service+Representative
1124,Customer Service,Medical+Receptionist
1125,Customer Service,Online+Customer+Support
1126,Customer Service,Outbound+Calling+Representative
1127,Customer Service,Patient+Care+Coordinator
1128,Customer Service,Receptionist
1129,Customer Service,Rental+Representative
1130,Customer Service,Retail+Associate
1131,Customer Service,Retail+Sales+Associate
1132,Customer Service,Sales+Assistant
1133,Customer Service,Sales+Coordinator
1134,Customer Service,Server
1135,Customer Service,Service+Administrator
1136,Customer Service,Service+Advisor
1137,Customer Service,Service+Consultant
1138,Customer Service,Special+Orders+Technician
1139,Customer Service,Supervisor+of+Provider+Relations
1140,Customer Service,Teller
1141,Customer Service,Telephone+Support+Specialist
1142,Customer Service,Territory+Service+Representative
1143,Customer Service,Transaction+Coordinator
1144,Customer Service,Vehicle+Return+Associate
1145,Data Science,Analytics+Manager
1146,Data Science,Analytics+Scientist
1147,Data Science,Big+Data+Scientist
1148,Data Science,Big+Data+Software+Engineer
1149,Data Science,Business+Analysis+Director
1150,Data Science,Business+Analysis+Manager
1151,Data Science,Business+Analytics+Director
1152,Data Science,Business+Insights+Analyst
1153,Data Science,Business+Intelligence+Consultant
1154,Data Science,Chief+Analytics+Officer
1155,Data Science,Chief+Data+Officer
1156,Data Science,Consumer+Journey+Data+Scientist 
1157,Data Science,Data+Analyst
1158,Data Science,Data+Analytics+Consultant 
1159,Data Science,Data+Analytics+Engineer
1160,Data Science,Data+Architect
1161,Data Science,Data+Engineer
1162,Data Science,Data+Miner
1163,Data Science,Data+Mining+Scientist
1164,Data Science,Data+Modeler
1165,Data Science,Data+Scientist
1166,Data Science,"Data+Scientist,+Analytics"
1167,Data Science,"Data+Scientist,+Big+Data+Advanced+Analytics"
1168,Data Science,Data+Scientist+-+User+Analysis
1169,Data Science,"Director,+Data+Science"
1170,Data Science,Director+of+Advanced+Analytics 
1171,Data Science,Director+of+Research
1172,Data Science,Director+of+Web+Analytics
1173,Data Science,Downstream+Processing+Scientist
1174,Data Science,Enterprise+Information+Architect
1175,Data Science,Hadoop+Bid+Data+-+Data+Scientist
1176,Data Science,Identity+Research++Modeling+Data+Scientist
1177,Data Science,Insights+-+Data+Engineer
1178,Data Science,Junior+Data+Scientist
1179,Data Science,"Lead+Data+Scientist,+Intelligence+Platform"
1180,Data Science,Machine+Learning+Engineer
1181,Data Science,Machine+Learning+Specialist
1182,Data Science,Manager+of+Analytics
1183,Data Science,Mass+Relevance+-+Data+Scientist
1184,Data Science,Planning+Manager
1185,Data Science,Predictive+Modeling+Data+Scientist
1186,Data Science,Principal+Data+Scientist
1187,Data Science,Process+Development+Lead
1188,Data Science,Research+Analyst
1189,Data Science,Research+Scientist
1190,Data Science,SaaS+Data+Scientist
1191,Data Science,Sales+Excellence+Data+Scientist
1192,Data Science,SAP+Solution+Architect
1193,Data Science,Senior+Data+Scientist
1194,Data Science,Senior+Research+Scientist
1195,Data Science,"Senior+Scientist,+Enterprise+Products"
1196,Data Science,Staff+Data+Scientist
1197,Data Science,"Vice+President,+Data"
1198,Data Science,"Vice+President,+Data+Science"
1199,Engineering,Aerospace+Engineer
1200,Engineering,Agricultural+Engineer
1201,Engineering,Application+Engineer
1202,Engineering,Automotive+Engineer
1203,Engineering,Biological+Engineer
1204,Engineering,Biomedical+Engineer
1205,Engineering,Boiler+Engineer
1206,Engineering,Ceramics+Engineer
1207,Engineering,Chemical+Engineer
1208,Engineering,Chief+Engineer
1209,Engineering,Civil+Engineer
1210,Engineering,Commissioning+Engineer
1211,Engineering,Compliance+Engineer
1212,Engineering,Component+Engineer
1213,Engineering,Computer+Hardware+Engineer
1214,Engineering,Computer+Software+Engineer
1215,Engineering,Construction+Engineer
1216,Engineering,Contract+Engineer
1217,Engineering,Controls+Engineer
1218,Engineering,Cost+Engineer
1219,Engineering,Design+Engineer
1220,Engineering,Director+of+Engineering
1221,Engineering,Drafting+Technician
1222,Engineering,Drilling+Engineer
1223,Engineering,Electrical+Design+Engineer
1224,Engineering,Electrical+Engineer
1225,Engineering,Electrical+Field+Engineer
1226,Engineering,Electro-Mechanical+Engineer
1227,Engineering,Electronics+Engineer++non-computer
1228,Engineering,Engineering+Aide
1229,Engineering,Engineering+Clerk
1230,Engineering,Engineering+Executive
1231,Engineering,Engineering+Manager
1232,Engineering,Engineering+Secretary
1233,Engineering,Engineering+Technician
1234,Engineering,Entry+Level+Engineer
1235,Engineering,Environmental+Engineer
1236,Engineering,Environmental+Compliance+Engineer
1237,Engineering,Environmental+Health+Safety+Engineer
1238,Engineering,Equipment+Engineer
1239,Engineering,E+M+Engineer
1240,Engineering,Facilities+Engineer
1241,Engineering,Field+Service+Engineer
1242,Engineering,Fire+Protection+Engineer
1243,Engineering,Firmware+Engineer
1244,Engineering,Frontend+Engineer
1245,Engineering,Geological+Engineer
1246,Engineering,Hardware+Engineer
1247,Engineering,Health++Safety+Engineer
1248,Engineering,High-Pressure+Engineer
1249,Engineering,Industrial+Engineer
1250,Engineering,Instrumentation+Engineer
1251,Engineering,I&C+Engineer
1252,Engineering,Junior+Engineer
1253,Engineering,Lead+Engineer
1254,Engineering,Licensing+Engineer
1255,Engineering,Logistics+Engineer
1256,Engineering,Maintenance+Engineer
1257,Engineering,Manager+of+Engineering
1258,Engineering,Manufacturing+Engineer
1259,Engineering,Marine+Engineer
1260,Engineering,Materials+Engineer
1261,Engineering,Mechanical+Design+Engineer
1262,Engineering,Mechanical+Engineer
1263,Engineering,Metallurgical+Engineer
1264,Engineering,Mining+Engineer
1265,Engineering,Mining+Safety+Engineer
1266,Engineering,Naval+Architect
1267,Engineering,Nuclear+Engineer
1268,Engineering,Network+Engineer
1269,Engineering,Operations+Engineer
1270,Engineering,Packaging+Engineer
1271,Engineering,Performance+Engineer
1272,Engineering,Petroleum+Engineer
1273,Engineering,Pipeline+Engineer
1274,Engineering,Piping+Engineer
1275,Engineering,Piping+Stress+Engineer
1276,Engineering,Planning+Engineer
1277,Engineering,Plant+Engineer
1278,Engineering,Plastics+Engineer
1279,Engineering,Power+Engineer
1280,Engineering,Process+Control+Engineer
1281,Engineering,Process+Design+Engineer
1282,Engineering,Process+Engineer
1283,Engineering,Product+Design+Development+Engineer
1284,Engineering,Product+Engineer
1285,Engineering,Production+Engineer
1286,Engineering,Project+Controls+Engineer
1287,Engineering,Project+Engineer
1288,Engineering,Project+Assistant
1289,Engineering,Proposal+Engineering+Coordinator
1290,Engineering,Protection+Engineer
1291,Engineering,Quality+Assurance+Engineer
1292,Engineering,Quality+Control+Engineer
1293,Engineering,Quality+Engineer
1294,Engineering,Relay+Engineer
1295,Engineering,Reliability+Engineer
1296,Engineering,Research+Engineer
1297,Engineering,Research++Development+Engineer
1298,Engineering,Reservoir+Engineer
1299,Engineering,RF+Engineer
1300,Engineering,Rotating+Equipment+Engineer
1301,Engineering,R&D+Engineer
1302,Engineering,Safety+Engineer
1303,Engineering,Sales+Engineer
1304,Engineering,SCADA+Engineer
1305,Engineering,Security+Engineer
1306,Engineering,Senior+Electrical+Engineer
1307,Engineering,Senior+Manufacturing+Engineer
1308,Engineering,Senior+Mechanical+Engineer
1309,Engineering,Senior+Process+Engineer
1310,Engineering,Software+Engineer
1311,Engineering,Staff+Engineer
1312,Engineering,Staking+Engineer
1313,Engineering,Stationary+Engineer
1314,Engineering,Structural+Engineer
1315,Engineering,Substation+Engineer
1316,Engineering,Systems+Engineer
1317,Engineering,Technical+Support+Engineer
1318,Engineering,Telecommunications+Engineer
1319,Engineering,Test+Engineer
1320,Engineering,Transmission+Engineer
1321,Engineering,Transmission+Planning+Engineer
1322,Engineering,Turbine+Engineer
1323,Engineering,User+Interface++UI+Engineer
1324,Engineering,Validation+Engineer
1325,Engineering,Vice+President+of+Engineering
1326,Engineering,Welding+Engineer
1327,Environmental,Air+Quality+Engineer
1328,Environmental,Archaeological+Technician
1329,Environmental,Archaeologist
1330,Environmental,Architect
1331,Environmental,Area+Vertebrate+Pest+Advisor
1332,Environmental,Assistant+City+Manager+for+Sustainable+Development
1333,Environmental,Biological+Technician
1334,Environmental,Business+Development+Manager
1335,Environmental,Clean+Energy+Finance+Manager
1336,Environmental,"Deputy+Director,+Division+of+Ls++Waterways"
1337,Environmental,Development+Operations+Assistant
1338,Environmental,Director+of+Institutional+Giving
1339,Environmental,Director+of+Operations
1340,Environmental,Easement+Program+Stewardship+Coordinator
1341,Environmental,Ecologist
1342,Environmental,Ecology+Team+Leader
1343,Environmental,Economist
1344,Environmental,Education+Specialist
1345,Environmental,Electrical+Estimator+-+Renewable+Energy
1346,Environmental,Energy++Resource+Conservation+Manager
1347,Environmental,Energy+Auditor
1348,Environmental,Energy+Efficiency+Renewable+Energy+Subject+Matter+Experts
1349,Environmental,Energy+Engineer
1350,Environmental,Environmental+Analyst
1351,Environmental,Environmental+Attorney
1352,Environmental,Environmental+Biologist
1353,Environmental,Environmental+Chemist
1354,Environmental,Environmental+Compliance+Manager
1355,Environmental,Environmental+Compliance+Technician
1356,Environmental,Environmental+Consultant
1357,Environmental,Environmental+Educator
1358,Environmental,Environmental+Engineer
1359,Environmental,Environmental+Health++Safety+Specialist
1360,Environmental,Environmental+Planner
1361,Environmental,Environmental+Policy+Analyst
1362,Environmental,Environmental+Scientist
1363,Environmental,Environmental+Technician
1364,Environmental,Executive+Assistant
1365,Environmental,Federal+Government+Relations+Director
1366,Environmental,Federal+Policy+Director
1367,Environmental,Field+Research+Assistant
1368,Environmental,Field+Sample+Hler
1369,Environmental,Field+Supervisor
1370,Environmental,Financial+Engineer
1371,Environmental,Fire+Warden
1372,Environmental,Fish++Wildlife+Biologist
1373,Environmental,Forest+Restoration+Crew+Member
1374,Environmental,Forestry+Technician
1375,Environmental,Geologists
1376,Environmental,GIS+Specialist
1377,Environmental,Grant+Manager
1378,Environmental,Hydrogeologist
1379,Environmental,Interagency+Restoration+Team+Member
1380,Environmental,Junior+Writer
1381,Environmental,Lab+Technician
1382,Environmental,L+Conservation+Fellow
1383,Environmental,L+Manager
1384,Environmental,L+Planning+Analyst
1385,Environmental,Manager
1386,Environmental,Marketing++Communications+Manager
1387,Environmental,Microbiologist
1388,Environmental,Outreach+Coordinator
1389,Environmental,Park+Resource+Manager
1390,Environmental,Planning+Manager+Sustainable+Business++Innovation
1391,Environmental,Project+Manager
1392,Environmental,Project+Monitoring+Coordinator
1393,Environmental,Project+Specialist
1394,Environmental,Regional+Manager
1395,Environmental,Renewable+Energy+Field+Engineer
1396,Environmental,Research+Associate
1397,Environmental,Research+Economist
1398,Environmental,Research+Specialist
1399,Environmental,Resource+Conservation+Marketing+Specialist
1400,Environmental,River+Steward
1401,Environmental,Senior+Conservation+Director
1402,Environmental,Senior+Director+of+Development
1403,Environmental,Senior+Regulatory+Specialist
1404,Environmental,Senior+Wild+Animal+Keeper
1405,Environmental,Soil+Conservation+Technician
1406,Environmental,Solar+Consultant
1407,Environmental,Solar+Energy+Appointment+Setters
1408,Environmental,Solar+Energy+Design+Engineer
1409,Environmental,Solar+Energy+Sales+Consultant
1410,Environmental,Solar+Installer
1411,Environmental,Solar+System+Designer
1412,Environmental,Steward
1413,Environmental,Stewardship+Assistant
1414,Environmental,Strategic+Communications+Manager
1415,Environmental,Sustainability+Program+Coordinator
1416,Environmental,Sustainable+Agriculture+Program+Manager
1417,Environmental,Sustainable+Design+Specialist
1418,Environmental,Trail+Crew 
1419,Environmental,Water++Natural+Resources+Associate
1420,Environmental,Wetl+Delineator
1421,Environmental,Wetl+Scientist
1422,Environmental,Wildlife+Rehabilitation+Program+Intern
1423,Environmental,Wildlife+Rehabilitator
1424,Fashion,Account+Executive
1425,Fashion,Administrative+Assistant
1426,Fashion,Area+Br+Coordinator
1427,Fashion,Assistant+Buyer
1428,Fashion,Assistant+Merchant
1429,Fashion,Assistant+Sales+Manager
1430,Fashion,Assistant+Store+Director
1431,Fashion,Assistant+Stylist
1432,Fashion,Associate+Designer
1433,Fashion,Bedding+Designer
1434,Fashion,Boutique+Assistant
1435,Fashion,Br+Ambassador
1436,Fashion,Br+Strategist
1437,Fashion,Buyer
1438,Fashion,Client+Services+Manager
1439,Fashion,Creative+Director
1440,Fashion,Curated+Merchant
1441,Fashion,Customer+Service+Representative
1442,Fashion,Department+Manager
1443,Fashion,Design+Assistant
1444,Fashion,Design+Associate
1445,Fashion,Designer
1446,Fashion,Digital+Media++Advertising+Coordinator
1447,Fashion,"Director,+Design++Product+Development"
1448,Fashion,Director+of+Sourcing
1449,Fashion,Director+of+Stores
1450,Fashion,ECommerce+Coordinator
1451,Fashion,ECommerce+Planning+Manager
1452,Fashion,Events+Manager
1453,Fashion,Event+Planner
1454,Fashion,Factory+Manager
1455,Fashion,Fashion+Buyer
1456,Fashion,General+Manager
1457,Fashion,Graphic+Artist
1458,Fashion,Graphic+Designer
1459,Fashion,Graphic+Production+Artist
1460,Fashion,Import+Production+Coordinator
1461,Fashion,International+Sourcing+Agent
1462,Fashion,Inventory+Planner+Analyst
1463,Fashion,Jewelry+Product+Manager
1464,Fashion,Layette+Designer
1465,Fashion,Logistics++Customer+Service+Manager
1466,Fashion,Logistics+Associate
1467,Fashion,Luxury+Fashion+Recruiter
1468,Fashion,Manufacturer+Sales+Representative
1469,Fashion,Marketing+Coordinator
1470,Fashion,Marketing+Manager
1471,Fashion,Merchise+Coordinator
1472,Fashion,Merchise+Planner
1473,Fashion,Merchiser
1474,Fashion,Merchising+Assistant
1475,Fashion,Model
1476,Fashion,Online+Merchise+Coordinator
1477,Fashion,Operations+Manager
1478,Fashion,Pattern+Maker
1479,Fashion,Personal+Shopper
1480,Fashion,Planner
1481,Fashion,Planning+Assistant
1482,Fashion,Product+Developer
1483,Fashion,Product+Development+Manager
1484,Fashion,Product+Planner
1485,Fashion,Production+Assistant
1486,Fashion,Production+Coordinator
1487,Fashion,Production+Sourcing+Director
1488,Fashion,Publicist
1489,Fashion,Public+Relations+Director
1490,Fashion,Real+Estate+Staff+Attorney
1491,Fashion,Receptionist
1492,Fashion,Research++Development+Manager
1493,Fashion,Retail+Buyer
1494,Fashion,Retail+Fashion+Recruiter
1495,Fashion,Retail+Footwear+Buyer
1496,Fashion,Retail+Salesperson
1497,Fashion,Retail+Store+Planner
1498,Fashion,Sales+Associate
1499,Fashion,Sales+Development+Specialist
1500,Fashion,Sales+Executive
1501,Fashion,Sales+Inventory+Analyst
1502,Fashion,Sales+Representative
1503,Fashion,Senior+Br+Manager
1504,Fashion,Senior+Merchant
1505,Fashion,Senior+Sales+Manager
1506,Fashion,Showroom+Assistant
1507,Fashion,Showroom+Manager
1508,Fashion,Showroom+Model
1509,Fashion,Store+Director
1510,Fashion,Store+Manager
1511,Fashion,Style+Specialist
1512,Fashion,Stylist
1513,Fashion,Technical+Designer
1514,Fashion,Textile+Fabric+Colorist
1515,Fashion,Warehouse+Manager
1516,Film,1st+Assistant+Camera
1517,Film,2nd+Assistant+Camera
1518,Film,Actor
1519,Film,Administrative+Assistant
1520,Film,Animator
1521,Film,Art+Director
1522,Film,Assistant+Director
1523,Film,Best+Boy
1524,Film,Carpenter
1525,Film,Casting+Assistant
1526,Film,Casting+Director
1527,Film,Choreographer
1528,Film,Cinematographer
1529,Film,Communications+Assistant
1530,Film,Composer
1531,Film,Construction+Manager
1532,Film,Costumer
1533,Film,Development+Executive
1534,Film,Digital+Marketing+Manager
1535,Film,Director
1536,Film,"Director,+Audience+Management++Social+Development"
1537,Film,Director+of+Photography
1538,Film,Dolly+Grip
1539,Film,Electrician
1540,Film,Executive+Assistant
1541,Film,Film+ Editor
1542,Film,Film+Intern
1543,Film,Film+Production+Manager
1544,Film,Financial+Analyst
1545,Film,Gaffer
1546,Film,Grip 
1547,Film,Head+of+Motion+Picture+Research
1548,Film,Head+of+Special+Effects
1549,Film,Junior+Publicist
1550,Film,Key+Grip
1551,Film,Lead+Rigger
1552,Film,Location+Scout
1553,Film,Make+Up+Artist
1554,Film,"Manager,+Production+Accounting"
1555,Film,Manager+Piracy+Management
1556,Film,Music+Supervisor
1557,Film,Producer
1558,Film,Production+Assistant
1559,Film,Production+Designer
1560,Film,Property+Master
1561,Film,Scenic+Artist
1562,Film,Screening+Representative
1563,Film,Screenwriter
1564,Film,Senior+Business+Analyst
1565,Film,Senior+Interaction+Designer
1566,Film,Set+Decorator
1567,Film,Set+Designer
1568,Film,Social+Media+Marketing+Manager
1569,Film,Sound+Designer
1570,Film,Special+Effects+Supervisor
1571,Film,Special+Effects+Technician
1572,Film,Staff+Coordinator
1573,Film,Supervising+Animator
1574,Film,Talent+Agent
1575,Film,Vice+President+of+Online+Marketing
1576,Film,Wrangler
1577,Fundraiser,"Account+Representative,+Partnership+Relationships"
1578,Fundraiser,Agency+Events+Coordinator
1579,Fundraiser,Annual+Giving+Manager
1580,Fundraiser,Area+Director
1581,Fundraiser,Assistant+Director+of+Development
1582,Fundraiser,Assistant+Director+of+Donor+Relations++Direct+Marketing
1583,Fundraiser,Associate+Director+of+Annual+Giving
1584,Fundraiser,Associate+Director+of+Leadership+Annual+Giving
1585,Fundraiser,Associate+Director+of+Major+Gifts++Planned+Giving
1586,Fundraiser,City+Grant+Coordinator
1587,Fundraiser,Community+Relations+Manager
1588,Fundraiser,Corporate+Development+Director
1589,Fundraiser,Corporate+Events+Assistant
1590,Fundraiser,Corporate+Relations+Assistant
1591,Fundraiser,Corporate+Relations+Manager
1592,Fundraiser,Data+Strategy++Information+Systems+Director
1593,Fundraiser,Development+Associate
1594,Fundraiser,Development+Coordinator
1595,Fundraiser,"Development+Manager,+Special+Events"
1596,Fundraiser,Development+Officer
1597,Fundraiser,"Development+Officer,+Prospect+Development"
1598,Fundraiser,Director+of+Alumni+Engagement
1599,Fundraiser,Director+of+Communications++Resource+Development
1600,Fundraiser,Director+of+Development
1601,Fundraiser,Director+of+Fund+Development
1602,Fundraiser,Director+of+Grants
1603,Fundraiser,Director+of+Leadership+Giving
1604,Fundraiser,Director+of+Philanthropy
1605,Fundraiser,Director+of+Strategic+Partnerships
1606,Fundraiser,Direct+Response++Communication 
1607,Fundraiser,Donor+Development+Associate
1608,Fundraiser,Donor+Liaison 
1609,Fundraiser,Donor+Relations+Associate
1610,Fundraiser,Donor+Relations+Manager
1611,Fundraiser,Events+Manager
1612,Fundraiser,Foundation+Fundraising+Manager
1613,Fundraiser,Fundraiser
1614,Fundraiser,Fundraising+Assistant
1615,Fundraiser,Fundraising+Associate
1616,Fundraiser,Fundraising+Call+Center+Director
1617,Fundraiser,Fundraising+Consultant
1618,Fundraiser,Fundraising+Director+-+Heart+Walk
1619,Fundraiser,Grant+Consultant
1620,Fundraiser,Grant+Manager
1621,Fundraiser,Grant+Writer
1622,Fundraiser,Head+of+Fundraising
1623,Fundraiser,Individual+Giving+Officer
1624,Fundraiser,Major+Gifts+Officer
1625,Fundraiser,"Manager,+Corporate+Relations"
1626,Fundraiser,Manager+of+Donor+Engagement
1627,Fundraiser,Manager+of+Online+Fundraising++Engagement
1628,Fundraiser,Manager+of+Volunteer++Friends+Development
1629,Fundraiser,Manager+of+Workplace+Giving
1630,Fundraiser,Marketing++Events+Coordinator
1631,Fundraiser,"National+Director,+Development++Stewardship"
1632,Fundraiser,National+Director+of+Development++Fundraising
1633,Fundraiser,Online+Fundraising+Assistant
1634,Fundraiser,Outreach+Specialist
1635,Fundraiser,Program+Center+Manager+-+Fundraising
1636,Fundraiser,Program+Coordinator+Philanthropic+Projects
1637,Fundraiser,Regional+Communications+Officer
1638,Fundraiser,Senior+Campaign+Associate
1639,Fundraiser,Special+Events+Production+Coordinator
1640,Fundraiser,"Specialist,+Distinguished+Events"
1641,Fundraiser,Staff+Assistant
1642,Fundraiser,Stewardship+Liaison
1643,Fundraiser,Tele-Fundraiser
1644,Healthcare/Medical,Account+Executive
1645,Healthcare/Medical,Account+Manager
1646,Healthcare/Medical,Accountant
1647,Healthcare/Medical,Administrative+Assistant
1648,Healthcare/Medical,Administrative+Medical+Assistant
1649,Healthcare/Medical,Administrator
1650,Healthcare/Medical,Admissions+Director
1651,Healthcare/Medical,Analyst
1652,Healthcare/Medical,Anesthesiologist
1653,Healthcare/Medical,Assistant
1654,Healthcare/Medical,Bereavement+Coordinator
1655,Healthcare/Medical,Billing+Manager
1656,Healthcare/Medical,Billing+Specialist
1657,Healthcare/Medical,Biologist
1658,Healthcare/Medical,Biomedical+Technician
1659,Healthcare/Medical,Business+Analyst
1660,Healthcare/Medical,Case+Manager
1661,Healthcare/Medical,Certified+Medical+Assistant
1662,Healthcare/Medical,Certified+Nurse+Assistant
1663,Healthcare/Medical,Certified+Nursing+Assistant
1664,Healthcare/Medical,Certified+Pharmacy+Technician
1665,Healthcare/Medical,Charge+Nurse
1666,Healthcare/Medical,Chief+Financial+Officer
1667,Healthcare/Medical,Claims+Examiner
1668,Healthcare/Medical,Clerk
1669,Healthcare/Medical,Clinical+Research+Associate
1670,Healthcare/Medical,Clinical+Research+Coordinator
1671,Healthcare/Medical,Clinical+Specialist
1672,Healthcare/Medical,Coder
1673,Healthcare/Medical,Coding+Educator
1674,Healthcare/Medical,Consultant
1675,Healthcare/Medical,Coordinator
1676,Healthcare/Medical,Counselor
1677,Healthcare/Medical,Customer+Service+Rep
1678,Healthcare/Medical,Customer+Service+Representative
1679,Healthcare/Medical,Dental+Hygienist
1680,Healthcare/Medical,Dentist
1681,Healthcare/Medical,Dietitian
1682,Healthcare/Medical,Director+of+Nursing
1683,Healthcare/Medical,Director+of+Operations
1684,Healthcare/Medical,Director+of+Rehabilitation
1685,Healthcare/Medical,Doctor
1686,Healthcare/Medical,Emergency+Medical+Technician
1687,Healthcare/Medical,Executive+Assistant
1688,Healthcare/Medical,Executive+Director
1689,Healthcare/Medical,Financial+Analyst
1690,Healthcare/Medical,Front+Office+Help
1691,Healthcare/Medical,Health+Educator
1692,Healthcare/Medical,Healthcare+Administrator
1693,Healthcare/Medical,Healthcare+Management
1694,Healthcare/Medical,Healthcare+or+medical
1695,Healthcare/Medical,Home+Health+Aide
